date,tem
2020-04-07 17:00:00,-1.4
2020-04-07 20:00:00,-3.5
2020-04-07 23:00:00,-4.8
2020-04-08 02:00:00,-3.6
2020-04-08 05:00:00,1.3
2020-04-08 08:00:00,2.0
2020-04-08 11:00:00,1.2
2020-04-08 14:00:00,-1.2
2020-04-08 17:00:00,-4.1
2020-04-08 20:00:00,-7.7
2020-04-08 23:00:00,-10.2
2020-04-09 02:00:00,-6.6
2020-04-09 05:00:00,1.2
2020-04-09 08:00:00,5.6
2020-04-09 11:00:00,5.4
2020-04-09 14:00:00,1.7
2020-04-09 17:00:00,-0.8
2020-04-09 20:00:00,-4.9
2020-04-09 23:00:00,-6.8
2020-04-10 02:00:00,-2.9
2020-04-10 05:00:00,3.7
2020-04-10 08:00:00,6.6
2020-04-10 11:00:00,6.4
2020-04-10 14:00:00,3.1
2020-04-10 17:00:00,1.2
2020-04-10 20:00:00,-3.3
2020-04-10 23:00:00,-6.7
2020-04-11 02:00:00,-1.8
2020-04-11 05:00:00,3.5
2020-04-11 08:00:00,8.3
2020-04-11 11:00:00,8.6
2020-04-11 14:00:00,5.0
2020-04-11 17:00:00,1.5
2020-04-11 20:00:00,-2.4
2020-04-11 23:00:00,-4.9
2020-04-12 02:00:00,-0.9
2020-04-12 05:00:00,5.7
2020-04-12 08:00:00,10.5
2020-04-12 11:00:00,11.4
2020-04-12 14:00:00,6.1
2020-04-12 17:00:00,3.4
2020-04-12 20:00:00,-1.1
2020-04-12 23:00:00,-3.2
2020-04-13 02:00:00,-1.0
2020-04-13 05:00:00,7.2
2020-04-13 08:00:00,11.6
2020-04-13 11:00:00,11.2
2020-04-13 14:00:00,6.4
2020-04-13 17:00:00,3.3
2020-04-13 20:00:00,-1.3
2020-04-13 23:00:00,-2.7
2020-04-14 02:00:00,0.7
2020-04-14 05:00:00,8.1
2020-04-14 08:00:00,10.7
2020-04-14 11:00:00,11.8
2020-04-14 14:00:00,6.6
2020-04-14 17:00:00,4.1
2020-04-14 20:00:00,2.9
2020-04-14 23:00:00,-0.9
2020-04-15 02:00:00,3.0
2020-04-15 05:00:00,6.9
2020-04-15 08:00:00,9.7
2020-04-15 11:00:00,8.7
2020-04-15 14:00:00,4.9
2020-04-15 17:00:00,2.7
2020-04-15 20:00:00,0.9
2020-04-15 23:00:00,-0.6
2020-04-16 02:00:00,1.3
2020-04-16 05:00:00,4.9
2020-04-16 08:00:00,8.5
2020-04-16 11:00:00,9.2
2020-04-16 14:00:00,5.2
2020-04-16 17:00:00,2.4
2020-04-16 20:00:00,-0.1
2020-04-16 23:00:00,-2.3
2020-04-17 02:00:00,0.3
2020-04-17 05:00:00,6.4
2020-04-17 08:00:00,6.5
2020-04-17 11:00:00,6.0
2020-04-17 14:00:00,5.1
2020-04-17 17:00:00,1.7
2020-04-17 20:00:00,-0.2
2020-04-17 23:00:00,-0.7
2020-04-18 02:00:00,-0.5
2020-04-18 05:00:00,5.0
2020-04-18 08:00:00,7.4
2020-04-18 11:00:00,7.2
2020-04-18 14:00:00,2.4
2020-04-18 17:00:00,0.3
2020-04-18 20:00:00,-1.9
2020-04-18 23:00:00,-4.1
2020-04-19 02:00:00,-0.7
2020-04-19 05:00:00,3.4
2020-04-19 08:00:00,5.3
2020-04-19 11:00:00,5.4
2020-04-19 14:00:00,2.0
2020-04-19 17:00:00,0.9
2020-04-19 20:00:00,-0.7
2020-04-19 23:00:00,-2.7
2020-04-20 02:00:00,-0.7
2020-04-20 05:00:00,2.9
2020-04-20 08:00:00,5.9
2020-04-20 11:00:00,4.6
2020-04-20 14:00:00,3.0
2020-04-20 17:00:00,0.9
2020-04-20 20:00:00,-2.3
2020-04-20 23:00:00,-4.0
2020-04-21 02:00:00,-1.6
2020-04-21 05:00:00,2.0
2020-04-21 08:00:00,6.3
2020-04-21 11:00:00,6.1
2020-04-21 14:00:00,1.8
2020-04-21 17:00:00,-0.2
2020-04-21 20:00:00,-3.7
2020-04-21 23:00:00,-5.2
2020-04-22 02:00:00,-1.6
2020-04-22 05:00:00,1.2
2020-04-22 08:00:00,5.1
2020-04-22 11:00:00,7.3
2020-04-22 14:00:00,3.6
2020-04-22 17:00:00,-0.4
2020-04-22 20:00:00,-3.5
2020-04-22 23:00:00,-5.6
2020-04-23 02:00:00,-2.8666666666666667
2020-04-23 05:00:00,3.3
2020-04-23 08:00:00,5.3
2020-04-23 11:00:00,4.7
2020-04-23 14:00:00,2.0
2020-04-23 17:00:00,-0.6
2020-04-23 20:00:00,-1.2
2020-04-23 23:00:00,-3.3
2020-04-24 02:00:00,-0.9
2020-04-24 05:00:00,2.6
2020-04-24 08:00:00,7.6
2020-04-24 11:00:00,7.8
2020-04-24 14:00:00,5.7
2020-04-24 17:00:00,3.5
2020-04-24 20:00:00,1.1
2020-04-24 23:00:00,-1.1
2020-04-25 02:00:00,1.9
2020-04-25 05:00:00,6.1
2020-04-25 08:00:00,10.3
2020-04-25 11:00:00,9.2
2020-04-25 14:00:00,3.7
2020-04-25 17:00:00,2.2
2020-04-25 20:00:00,0.6
2020-04-25 23:00:00,-1.3
2020-04-26 02:00:00,1.4
2020-04-26 05:00:00,7.3
2020-04-26 08:00:00,11.2
2020-04-26 11:00:00,8.7
2020-04-26 14:00:00,5.3
2020-04-26 17:00:00,2.1
2020-04-26 20:00:00,1.4
2020-04-26 23:00:00,1.3
2020-04-27 02:00:00,1.2
2020-04-27 05:00:00,6.7
2020-04-27 08:00:00,9.7
2020-04-27 11:00:00,10.1
2020-04-27 14:00:00,5.4
2020-04-27 17:00:00,2.8
2020-04-27 20:00:00,1.6
2020-04-27 23:00:00,1.6
2020-04-28 02:00:00,3.1500000000000004
2020-04-28 05:00:00,7.5
2020-04-28 08:00:00,11.1
2020-04-28 11:00:00,10.8
2020-04-28 14:00:00,8.0
2020-04-28 17:00:00,4.7
2020-04-28 20:00:00,3.0
2020-04-28 23:00:00,-0.6
2020-04-29 02:00:00,3.1
2020-04-29 05:00:00,8.6
2020-04-29 08:00:00,11.1
2020-04-29 11:00:00,7.3
2020-04-29 14:00:00,5.3
2020-04-29 17:00:00,3.4
2020-04-29 20:00:00,1.0
2020-04-29 23:00:00,-1.5
2020-04-30 02:00:00,3.6
2020-04-30 05:00:00,8.3
2020-04-30 08:00:00,11.6
2020-04-30 11:00:00,8.0
2020-04-30 14:00:00,5.3
2020-04-30 17:00:00,4.1
2020-04-30 20:00:00,2.5
2020-04-30 23:00:00,1.8
2020-05-01 02:00:00,4.2
2020-05-01 05:00:00,9.7
2020-05-01 08:00:00,13.3
2020-05-01 11:00:00,14.4
2020-05-01 14:00:00,9.9
2020-05-01 17:00:00,5.7
2020-05-01 20:00:00,2.9
2020-05-01 23:00:00,-0.7
2020-05-02 02:00:00,5.0
2020-05-02 05:00:00,10.4
2020-05-02 08:00:00,12.4
2020-05-02 11:00:00,12.1
2020-05-02 14:00:00,8.9
2020-05-02 17:00:00,6.3
2020-05-02 20:00:00,4.2
2020-05-02 23:00:00,1.0
2020-05-03 02:00:00,4.9
2020-05-03 05:00:00,10.0
2020-05-03 08:00:00,11.5
2020-05-03 11:00:00,10.4
2020-05-03 14:00:00,5.8
2020-05-03 17:00:00,3.6
2020-05-03 20:00:00,2.5
2020-05-03 23:00:00,1.8
2020-05-04 02:00:00,1.9
2020-05-04 05:00:00,7.7
2020-05-04 08:00:00,10.4
2020-05-04 11:00:00,10.9
2020-05-04 14:00:00,7.0
2020-05-04 17:00:00,3.6
2020-05-04 20:00:00,0.3
2020-05-04 23:00:00,-2.0
2020-05-05 02:00:00,2.4
2020-05-05 05:00:00,7.0
2020-05-05 08:00:00,10.7
2020-05-05 11:00:00,10.3
2020-05-05 14:00:00,6.5
2020-05-05 17:00:00,3.1
2020-05-05 20:00:00,0.0
2020-05-05 23:00:00,-1.8
2020-05-06 02:00:00,1.5
2020-05-06 05:00:00,5.6
2020-05-06 08:00:00,8.7
2020-05-06 11:00:00,7.2
2020-05-06 14:00:00,4.5
2020-05-06 17:00:00,2.4
2020-05-06 20:00:00,0.3
2020-05-06 23:00:00,-1.0
2020-05-07 02:00:00,1.0
2020-05-07 05:00:00,4.1
2020-05-07 08:00:00,3.6
2020-05-07 11:00:00,2.6
2020-05-07 14:00:00,3.9
2020-05-07 17:00:00,1.3
2020-05-07 20:00:00,-0.6
2020-05-07 23:00:00,-3.3
2020-05-08 02:00:00,1.3
2020-05-08 05:00:00,5.9
2020-05-08 08:00:00,10.0
2020-05-08 11:00:00,11.3
2020-05-08 14:00:00,8.6
2020-05-08 17:00:00,4.5
2020-05-08 20:00:00,0.2
2020-05-08 23:00:00,-1.0
2020-05-09 02:00:00,3.5
2020-05-09 05:00:00,8.9
2020-05-09 08:00:00,11.8
2020-05-09 11:00:00,13.1
2020-05-09 14:00:00,8.8
2020-05-09 17:00:00,5.4
2020-05-09 20:00:00,2.0
2020-05-09 23:00:00,0.0
2020-05-10 02:00:00,4.4
2020-05-10 05:00:00,8.4
2020-05-10 08:00:00,11.2
2020-05-10 11:00:00,11.0
2020-05-10 14:00:00,8.3
2020-05-10 17:00:00,5.9
2020-05-10 20:00:00,4.7
2020-05-10 23:00:00,0.2
2020-05-11 02:00:00,3.1
2020-05-11 05:00:00,8.9
2020-05-11 08:00:00,10.9
2020-05-11 11:00:00,11.3
2020-05-11 14:00:00,8.9
2020-05-11 17:00:00,4.9
2020-05-11 20:00:00,1.3
2020-05-11 23:00:00,-1.4
2020-05-12 02:00:00,2.9
2020-05-12 05:00:00,7.7
2020-05-12 08:00:00,11.9
2020-05-12 11:00:00,12.4
2020-05-12 14:00:00,8.3
2020-05-12 17:00:00,4.7
2020-05-12 20:00:00,2.6
2020-05-12 23:00:00,-0.6
2020-05-13 02:00:00,5.0
2020-05-13 05:00:00,9.8
2020-05-13 08:00:00,13.7
2020-05-13 11:00:00,13.4
2020-05-13 14:00:00,10.0
2020-05-13 17:00:00,6.9
2020-05-13 20:00:00,3.4
2020-05-13 23:00:00,0.3
2020-05-14 02:00:00,6.9
2020-05-14 05:00:00,10.9
2020-05-14 08:00:00,15.0
2020-05-14 11:00:00,13.6
2020-05-14 14:00:00,9.3
2020-05-14 17:00:00,6.3
2020-05-14 20:00:00,3.5
2020-05-14 23:00:00,1.5
2020-05-15 02:00:00,4.6
2020-05-15 05:00:00,9.5
2020-05-15 08:00:00,12.4
2020-05-15 11:00:00,13.0
2020-05-15 14:00:00,9.7
2020-05-15 17:00:00,6.0
2020-05-15 20:00:00,2.8
2020-05-15 23:00:00,-0.8
2020-05-16 02:00:00,4.3
2020-05-16 05:00:00,9.9
2020-05-16 08:00:00,12.6
2020-05-16 11:00:00,12.9
2020-05-16 14:00:00,8.6
2020-05-16 17:00:00,6.1
2020-05-16 20:00:00,2.7
2020-05-16 23:00:00,-0.8
2020-05-17 02:00:00,5.2
2020-05-17 05:00:00,9.6
2020-05-17 08:00:00,11.0
2020-05-17 11:00:00,11.7
2020-05-17 14:00:00,8.1
2020-05-17 17:00:00,4.9
2020-05-17 20:00:00,4.3
2020-05-17 23:00:00,0.6
2020-05-18 02:00:00,4.0
2020-05-18 05:00:00,7.0
2020-05-18 08:00:00,7.1
2020-05-18 11:00:00,8.0
2020-05-18 14:00:00,4.4
2020-05-18 17:00:00,1.7
2020-05-18 20:00:00,0.2
2020-05-18 23:00:00,-1.9
2020-05-19 02:00:00,2.2
2020-05-19 05:00:00,5.9
2020-05-19 08:00:00,7.3
2020-05-19 11:00:00,8.9
2020-05-19 14:00:00,4.8
2020-05-19 17:00:00,2.1
2020-05-19 20:00:00,-1.3
2020-05-19 23:00:00,-2.3
2020-05-20 02:00:00,2.3
2020-05-20 05:00:00,7.0
2020-05-20 08:00:00,10.7
2020-05-20 11:00:00,12.9
2020-05-20 14:00:00,9.8
2020-05-20 17:00:00,5.7
2020-05-20 20:00:00,2.0
2020-05-20 23:00:00,-0.8
2020-05-21 02:00:00,5.0
2020-05-21 05:00:00,10.9
2020-05-21 08:00:00,15.0
2020-05-21 11:00:00,16.4
2020-05-21 14:00:00,12.3
2020-05-21 17:00:00,7.5
2020-05-21 20:00:00,3.1
2020-05-21 23:00:00,-0.1
2020-05-22 02:00:00,6.9
2020-05-22 05:00:00,12.5
2020-05-22 08:00:00,16.2
2020-05-22 11:00:00,16.9
2020-05-22 14:00:00,12.2
2020-05-22 17:00:00,8.0
2020-05-22 20:00:00,5.5
2020-05-22 23:00:00,2.3
2020-05-23 02:00:00,6.6
2020-05-23 05:00:00,11.6
2020-05-23 08:00:00,12.5
2020-05-23 11:00:00,14.1
2020-05-23 14:00:00,10.6
2020-05-23 17:00:00,7.6
2020-05-23 20:00:00,5.4
2020-05-23 23:00:00,1.3
2020-05-24 02:00:00,6.4
2020-05-24 05:00:00,11.4
2020-05-24 08:00:00,13.6
2020-05-24 11:00:00,12.8
2020-05-24 14:00:00,10.4
2020-05-24 17:00:00,6.0
2020-05-24 20:00:00,3.9
2020-05-24 23:00:00,4.3
2020-05-25 02:00:00,3.6
2020-05-25 05:00:00,7.050000000000001
2020-05-25 08:00:00,11.2
2020-05-25 11:00:00,11.0
2020-05-25 14:00:00,7.2
2020-05-25 17:00:00,5.6
2020-05-25 20:00:00,4.4
2020-05-25 23:00:00,2.2
2020-05-26 02:00:00,2.9
2020-05-26 05:00:00,7.3
2020-05-26 08:00:00,8.9
2020-05-26 11:00:00,10.2
2020-05-26 14:00:00,7.7
2020-05-26 17:00:00,4.8
2020-05-26 20:00:00,3.8
2020-05-26 23:00:00,2.9
2020-05-27 02:00:00,5.8
2020-05-27 05:00:00,8.4
2020-05-27 08:00:00,11.8
2020-05-27 11:00:00,13.0
2020-05-27 14:00:00,10.5
2020-05-27 17:00:00,8.1
2020-05-27 20:00:00,5.2
2020-05-27 23:00:00,2.8
2020-05-28 02:00:00,7.0
2020-05-28 05:00:00,11.6
2020-05-28 08:00:00,13.0
2020-05-28 11:00:00,11.6
2020-05-28 14:00:00,8.8
2020-05-28 17:00:00,6.8
2020-05-28 20:00:00,4.5
2020-05-28 23:00:00,4.6
2020-05-29 02:00:00,1.4
2020-05-29 05:00:00,5.3
2020-05-29 08:00:00,4.2
2020-05-29 11:00:00,2.8
2020-05-29 14:00:00,2.7
2020-05-29 17:00:00,1.7
2020-05-29 20:00:00,1.0
2020-05-29 23:00:00,1.1
2020-05-30 02:00:00,3.1
2020-05-30 05:00:00,9.3
2020-05-30 08:00:00,11.3
2020-05-30 11:00:00,13.7
2020-05-30 14:00:00,11.4
2020-05-30 17:00:00,9.1
2020-05-30 20:00:00,6.5
2020-05-30 23:00:00,6.0
2020-05-31 02:00:00,7.8
2020-05-31 05:00:00,11.1
2020-05-31 08:00:00,13.8
2020-05-31 11:00:00,12.1
2020-05-31 14:00:00,10.5
2020-05-31 17:00:00,7.6
2020-05-31 20:00:00,5.2
2020-05-31 23:00:00,3.9
2020-06-01 02:00:00,4.3
2020-06-01 05:00:00,9.7
2020-06-01 08:00:00,11.8
2020-06-01 11:00:00,12.5
2020-06-01 14:00:00,9.8
2020-06-01 17:00:00,6.4
2020-06-01 20:00:00,2.9
2020-06-01 23:00:00,2.2
2020-06-02 02:00:00,8.2
2020-06-02 05:00:00,10.8
2020-06-02 08:00:00,13.4
2020-06-02 11:00:00,14.4
2020-06-02 14:00:00,11.8
2020-06-02 17:00:00,9.5
2020-06-02 20:00:00,7.2
2020-06-02 23:00:00,5.7
2020-06-03 02:00:00,9.0
2020-06-03 05:00:00,11.7
2020-06-03 08:00:00,14.5
2020-06-03 11:00:00,12.7
2020-06-03 14:00:00,11.1
2020-06-03 17:00:00,8.2
2020-06-03 20:00:00,5.3
2020-06-03 23:00:00,3.0
2020-06-04 02:00:00,7.7
2020-06-04 05:00:00,11.6
2020-06-04 08:00:00,14.4
2020-06-04 11:00:00,14.5
2020-06-04 14:00:00,11.0
2020-06-04 17:00:00,5.6
2020-06-04 20:00:00,4.8
2020-06-04 23:00:00,3.3
2020-06-05 02:00:00,3.3
2020-06-05 05:00:00,6.4
2020-06-05 08:00:00,11.8
2020-06-05 11:00:00,8.350000000000001
2020-06-05 14:00:00,4.9
2020-06-05 17:00:00,4.4
2020-06-05 20:00:00,2.9
2020-06-05 23:00:00,2.6
2020-06-06 02:00:00,4.0
2020-06-06 05:00:00,10.1
2020-06-06 08:00:00,12.7
2020-06-06 11:00:00,14.9
2020-06-06 14:00:00,11.4
2020-06-06 17:00:00,8.0
2020-06-06 20:00:00,4.5
2020-06-06 23:00:00,2.3
2020-06-07 02:00:00,6.8
2020-06-07 05:00:00,9.6
2020-06-07 08:00:00,12.1
2020-06-07 11:00:00,10.5
2020-06-07 14:00:00,7.7
2020-06-07 17:00:00,7.4
2020-06-07 20:00:00,5.9
2020-06-07 23:00:00,4.9
2020-06-08 02:00:00,6.6
2020-06-08 05:00:00,11.3
2020-06-08 08:00:00,14.1
2020-06-08 11:00:00,16.6
2020-06-08 14:00:00,14.4
2020-06-08 17:00:00,10.8
2020-06-08 20:00:00,7.0
2020-06-08 23:00:00,4.2
2020-06-09 02:00:00,9.0
2020-06-09 05:00:00,13.2
2020-06-09 08:00:00,16.7
2020-06-09 11:00:00,17.9
2020-06-09 14:00:00,14.9
2020-06-09 17:00:00,11.6
2020-06-09 20:00:00,8.3
2020-06-09 23:00:00,5.5
2020-06-10 02:00:00,10.7
2020-06-10 05:00:00,14.2
2020-06-10 08:00:00,17.6
2020-06-10 11:00:00,18.2
2020-06-10 14:00:00,14.8
2020-06-10 17:00:00,10.9
2020-06-10 20:00:00,8.6
2020-06-10 23:00:00,5.3
2020-06-11 02:00:00,9.6
2020-06-11 05:00:00,13.9
2020-06-11 08:00:00,17.2
2020-06-11 11:00:00,18.8
2020-06-11 14:00:00,13.9
2020-06-11 17:00:00,10.2
2020-06-11 20:00:00,8.2
2020-06-11 23:00:00,5.8
2020-06-12 02:00:00,8.6
2020-06-12 05:00:00,12.7
2020-06-12 08:00:00,16.1
2020-06-12 11:00:00,17.4
2020-06-12 14:00:00,14.1
2020-06-12 17:00:00,10.0
2020-06-12 20:00:00,7.8
2020-06-12 23:00:00,4.5
2020-06-13 02:00:00,8.9
2020-06-13 05:00:00,14.1
2020-06-13 08:00:00,17.0
2020-06-13 11:00:00,18.8
2020-06-13 14:00:00,13.5
2020-06-13 17:00:00,9.9
2020-06-13 20:00:00,8.0
2020-06-13 23:00:00,6.6
2020-06-14 02:00:00,9.0
2020-06-14 05:00:00,12.9
2020-06-14 08:00:00,17.4
2020-06-14 11:00:00,16.9
2020-06-14 14:00:00,12.8
2020-06-14 17:00:00,9.0
2020-06-14 20:00:00,6.9
2020-06-14 23:00:00,3.7
2020-06-15 02:00:00,8.6
2020-06-15 05:00:00,12.3
2020-06-15 08:00:00,14.8
2020-06-15 11:00:00,16.8
2020-06-15 14:00:00,12.8
2020-06-15 17:00:00,9.8
2020-06-15 20:00:00,8.2
2020-06-15 23:00:00,3.6
2020-06-16 02:00:00,8.3
2020-06-16 05:00:00,12.7
2020-06-16 08:00:00,16.3
2020-06-16 11:00:00,18.3
2020-06-16 14:00:00,15.4
2020-06-16 17:00:00,11.4
2020-06-16 20:00:00,9.5
2020-06-16 23:00:00,7.4
2020-06-17 02:00:00,11.0
2020-06-17 05:00:00,13.7
2020-06-17 08:00:00,17.4
2020-06-17 11:00:00,19.0
2020-06-17 14:00:00,14.5
2020-06-17 17:00:00,11.1
2020-06-17 20:00:00,9.9
2020-06-17 23:00:00,7.7
2020-06-18 02:00:00,10.5
2020-06-18 05:00:00,14.6
2020-06-18 08:00:00,18.7
2020-06-18 11:00:00,19.7
2020-06-18 14:00:00,14.5
2020-06-18 17:00:00,11.2
2020-06-18 20:00:00,9.3
2020-06-18 23:00:00,6.3
2020-06-19 02:00:00,10.5
2020-06-19 05:00:00,14.7
2020-06-19 08:00:00,18.5
2020-06-19 11:00:00,18.8
2020-06-19 14:00:00,14.6
2020-06-19 17:00:00,11.3
2020-06-19 20:00:00,10.2
2020-06-19 23:00:00,8.9
2020-06-20 02:00:00,10.6
2020-06-20 05:00:00,14.5
2020-06-20 08:00:00,17.0
2020-06-20 11:00:00,18.5
2020-06-20 14:00:00,14.5
2020-06-20 17:00:00,10.6
2020-06-20 20:00:00,7.6
2020-06-20 23:00:00,6.1
2020-06-21 02:00:00,9.2
2020-06-21 05:00:00,13.0
2020-06-21 08:00:00,14.8
2020-06-21 11:00:00,16.3
2020-06-21 14:00:00,14.1
2020-06-21 17:00:00,11.1
2020-06-21 20:00:00,9.4
2020-06-21 23:00:00,6.2
2020-06-22 02:00:00,10.2
2020-06-22 05:00:00,13.9
2020-06-22 08:00:00,17.3
2020-06-22 11:00:00,19.3
2020-06-22 14:00:00,17.1
2020-06-22 17:00:00,13.3
2020-06-22 20:00:00,8.7
2020-06-22 23:00:00,6.3
2020-06-23 02:00:00,11.7
2020-06-23 05:00:00,17.1
2020-06-23 08:00:00,19.6
2020-06-23 11:00:00,22.6
2020-06-23 14:00:00,19.1
2020-06-23 17:00:00,15.5
2020-06-23 20:00:00,12.9
2020-06-23 23:00:00,10.5
2020-06-24 02:00:00,13.0
2020-06-24 05:00:00,17.5
2020-06-24 08:00:00,20.1
2020-06-24 11:00:00,20.8
2020-06-24 14:00:00,15.9
2020-06-24 17:00:00,13.3
2020-06-24 20:00:00,11.0
2020-06-24 23:00:00,9.2
2020-06-25 02:00:00,12.1
2020-06-25 05:00:00,15.6
2020-06-25 08:00:00,18.6
2020-06-25 11:00:00,19.2
2020-06-25 14:00:00,15.5
2020-06-25 17:00:00,12.3
2020-06-25 20:00:00,10.4
2020-06-25 23:00:00,7.9
2020-06-26 02:00:00,11.0
2020-06-26 05:00:00,14.8
2020-06-26 08:00:00,18.9
2020-06-26 11:00:00,20.9
2020-06-26 14:00:00,17.8
2020-06-26 17:00:00,13.7
2020-06-26 20:00:00,11.5
2020-06-26 23:00:00,7.3
2020-06-27 02:00:00,11.9
2020-06-27 05:00:00,15.8
2020-06-27 08:00:00,20.2
2020-06-27 11:00:00,22.3
2020-06-27 14:00:00,19.2
2020-06-27 17:00:00,14.6
2020-06-27 20:00:00,10.5
2020-06-27 23:00:00,5.2
2020-06-28 02:00:00,11.0
2020-06-28 05:00:00,17.0
2020-06-28 08:00:00,21.1
2020-06-28 11:00:00,21.7
2020-06-28 14:00:00,17.9
2020-06-28 17:00:00,13.0
2020-06-28 20:00:00,10.5
2020-06-28 23:00:00,9.1
2020-06-29 02:00:00,12.3
2020-06-29 05:00:00,16.4
2020-06-29 08:00:00,19.5
2020-06-29 11:00:00,20.9
2020-06-29 14:00:00,17.3
2020-06-29 17:00:00,13.7
2020-06-29 20:00:00,9.7
2020-06-29 23:00:00,6.0
2020-06-30 02:00:00,12.1
2020-06-30 05:00:00,16.0
2020-06-30 08:00:00,20.5
2020-06-30 11:00:00,22.0
2020-06-30 14:00:00,18.8
2020-06-30 17:00:00,14.0
2020-06-30 20:00:00,8.6
2020-06-30 23:00:00,6.2
2020-07-01 02:00:00,11.5
2020-07-01 05:00:00,17.5
2020-07-01 08:00:00,20.3
2020-07-01 11:00:00,22.2
2020-07-01 14:00:00,18.6
2020-07-01 17:00:00,14.7
2020-07-01 20:00:00,11.7
2020-07-01 23:00:00,10.2
2020-07-02 02:00:00,12.3
2020-07-02 05:00:00,16.9
2020-07-02 08:00:00,20.9
2020-07-02 11:00:00,22.6
2020-07-02 14:00:00,19.9
2020-07-02 17:00:00,15.2
2020-07-02 20:00:00,13.8
2020-07-02 23:00:00,10.4
2020-07-03 02:00:00,13.3
2020-07-03 05:00:00,18.2
2020-07-03 08:00:00,21.2
2020-07-03 11:00:00,23.0
2020-07-03 14:00:00,18.6
2020-07-03 17:00:00,14.7
2020-07-03 20:00:00,13.3
2020-07-03 23:00:00,8.2
2020-07-04 02:00:00,13.2
2020-07-04 05:00:00,16.6
2020-07-04 08:00:00,20.2
2020-07-04 11:00:00,20.8
2020-07-04 14:00:00,18.1
2020-07-04 17:00:00,14.4
2020-07-04 20:00:00,12.1
2020-07-04 23:00:00,10.5
2020-07-05 02:00:00,12.4
2020-07-05 05:00:00,14.9
2020-07-05 08:00:00,15.3
2020-07-05 11:00:00,16.4
2020-07-05 14:00:00,14.4
2020-07-05 17:00:00,11.3
2020-07-05 20:00:00,8.7
2020-07-05 23:00:00,6.6
2020-07-06 02:00:00,9.6
2020-07-06 05:00:00,13.7
2020-07-06 08:00:00,18.0
2020-07-06 11:00:00,19.9
2020-07-06 14:00:00,15.9
2020-07-06 17:00:00,12.4
2020-07-06 20:00:00,11.0
2020-07-06 23:00:00,8.0
2020-07-07 02:00:00,11.3
2020-07-07 05:00:00,16.5
2020-07-07 08:00:00,21.2
2020-07-07 11:00:00,18.6
2020-07-07 14:00:00,15.4
2020-07-07 17:00:00,13.1
2020-07-07 20:00:00,11.7
2020-07-07 23:00:00,9.0
2020-07-08 02:00:00,12.5
2020-07-08 05:00:00,16.3
2020-07-08 08:00:00,20.5
2020-07-08 11:00:00,20.3
2020-07-08 14:00:00,13.4
2020-07-08 17:00:00,10.0
2020-07-08 20:00:00,10.3
2020-07-08 23:00:00,8.3
2020-07-09 02:00:00,11.6
2020-07-09 05:00:00,16.6
2020-07-09 08:00:00,21.4
2020-07-09 11:00:00,21.7
2020-07-09 14:00:00,18.4
2020-07-09 17:00:00,15.3
2020-07-09 20:00:00,13.4
2020-07-09 23:00:00,11.4
2020-07-10 02:00:00,13.4
2020-07-10 05:00:00,16.5
2020-07-10 08:00:00,19.3
2020-07-10 11:00:00,21.5
2020-07-10 14:00:00,17.3
2020-07-10 17:00:00,13.8
2020-07-10 20:00:00,11.0
2020-07-10 23:00:00,7.7
2020-07-11 02:00:00,12.1
2020-07-11 05:00:00,16.9
2020-07-11 08:00:00,20.3
2020-07-11 11:00:00,22.2
2020-07-11 14:00:00,17.8
2020-07-11 17:00:00,14.5
2020-07-11 20:00:00,11.5
2020-07-11 23:00:00,9.5
2020-07-12 02:00:00,11.7
2020-07-12 05:00:00,15.1
2020-07-12 08:00:00,17.9
2020-07-12 11:00:00,20.1
2020-07-12 14:00:00,16.4
2020-07-12 17:00:00,13.2
2020-07-12 20:00:00,11.4
2020-07-12 23:00:00,7.9
2020-07-13 02:00:00,12.1
2020-07-13 05:00:00,17.1
2020-07-13 08:00:00,19.8
2020-07-13 11:00:00,21.5
2020-07-13 14:00:00,17.7
2020-07-13 17:00:00,14.1
2020-07-13 20:00:00,12.2
2020-07-13 23:00:00,7.4
2020-07-14 02:00:00,12.8
2020-07-14 05:00:00,16.8
2020-07-14 08:00:00,20.3
2020-07-14 11:00:00,21.9
2020-07-14 14:00:00,17.6
2020-07-14 17:00:00,14.4
2020-07-14 20:00:00,12.6
2020-07-14 23:00:00,9.0
2020-07-15 02:00:00,11.9
2020-07-15 05:00:00,16.8
2020-07-15 08:00:00,20.9
2020-07-15 11:00:00,22.3
2020-07-15 14:00:00,19.7
2020-07-15 17:00:00,16.5
2020-07-15 20:00:00,13.7
2020-07-15 23:00:00,11.2
2020-07-16 02:00:00,13.3
2020-07-16 05:00:00,17.4
2020-07-16 08:00:00,20.7
2020-07-16 11:00:00,22.1
2020-07-16 14:00:00,18.6
2020-07-16 17:00:00,14.8
2020-07-16 20:00:00,11.6
2020-07-16 23:00:00,9.6
2020-07-17 02:00:00,14.1
2020-07-17 05:00:00,18.5
2020-07-17 08:00:00,20.6
2020-07-17 11:00:00,22.6
2020-07-17 14:00:00,19.4
2020-07-17 17:00:00,15.8
2020-07-17 20:00:00,11.5
2020-07-17 23:00:00,8.9
2020-07-18 02:00:00,13.4
2020-07-18 05:00:00,18.6
2020-07-18 08:00:00,22.8
2020-07-18 11:00:00,23.5
2020-07-18 14:00:00,20.1
2020-07-18 17:00:00,16.6
