index,date,tempm,pressurem,hum,dewptm,conds
0,2010-01-01 00:00:00,8.0,1016.0,93.0,8.0,0
1,2010-01-01 03:00:00,9.0,1018.0,95.0,8.0,0
2,2010-01-01 06:00:00,18.0,1018.0,55.0,11.0,1
3,2010-01-01 09:00:00,21.0,1016.0,43.0,11.0,1
4,2010-01-01 12:00:00,19.0,1016.0,54.0,12.0,1
5,2010-01-01 15:00:00,13.0,1018.0,95.0,13.0,2
6,2010-01-01 18:00:00,11.0,1019.0,92.0,10.0,3
7,2010-01-01 21:00:00,10.0,1019.0,98.0,10.0,4
8,2010-01-02 00:00:00,9.0,1019.0,96.0,9.0,5
9,2010-01-02 03:00:00,10.0,1021.0,98.0,10.0,5
10,2010-01-02 06:00:00,11.0,1022.0,90.0,10.0,5
11,2010-01-02 09:00:00,14.0,1020.0,75.0,11.0,0
12,2010-01-02 12:00:00,13.0,1020.0,89.0,12.0,5
13,2010-01-02 15:00:00,10.0,1021.0,95.0,10.0,5
14,2010-01-02 18:00:00,11.0,1021.0,95.0,11.0,5
15,2010-01-02 21:00:00,11.0,1019.0,97.0,11.0,5
16,2010-01-03 00:00:00,11.0,1019.0,95.0,11.0,5
17,2010-01-03 03:00:00,11.0,1019.0,87.0,10.0,0
18,2010-01-03 06:00:00,14.0,1020.0,76.0,11.0,5
19,2010-01-03 09:00:00,14.0,1018.0,87.0,13.0,6
20,2010-01-03 12:00:00,13.0,1019.0,97.0,13.0,7
21,2010-01-03 15:00:00,11.0,1019.0,94.0,10.0,2
22,2010-01-03 18:00:00,11.0,1019.0,94.0,10.0,2
23,2010-01-03 21:00:00,11.0,1019.0,92.0,10.0,0
24,2010-01-04 00:00:00,10.0,1018.0,95.0,9.0,2
25,2010-01-04 03:00:00,10.0,1020.0,88.0,9.0,2
26,2010-01-04 06:00:00,11.0,1021.0,88.0,9.0,2
27,2010-01-04 09:00:00,13.0,1017.0,73.0,10.0,2
28,2010-01-04 12:00:00,13.0,1016.0,77.0,10.0,2
29,2010-01-04 15:00:00,12.0,1016.0,86.0,10.0,2
30,2010-01-04 18:00:00,11.0,1016.0,89.0,10.0,2
31,2010-01-04 21:00:00,10.0,1014.0,92.0,10.0,3
32,2010-01-05 00:00:00,10.0,1014.0,98.0,10.0,3
33,2010-01-05 03:00:00,11.0,1015.0,90.0,9.0,3
34,2010-01-05 06:00:00,14.0,1016.0,75.0,10.0,2
35,2010-01-05 09:00:00,17.0,1014.0,57.0,10.0,1
36,2010-01-05 12:00:00,16.0,1013.0,65.0,11.0,1
37,2010-01-05 15:00:00,11.0,1015.0,93.0,10.0,2
38,2010-01-05 18:00:00,9.0,1016.0,97.0,9.0,3
39,2010-01-05 21:00:00,9.0,1015.0,99.0,8.0,3
40,2010-01-06 00:00:00,6.0,1016.0,94.0,6.0,0
41,2010-01-06 03:00:00,6.0,1018.0,89.0,6.0,0
42,2010-01-06 06:00:00,16.0,1017.0,69.0,11.0,0
43,2010-01-06 09:00:00,18.0,1015.0,61.0,13.0,1
44,2010-01-06 12:00:00,15.0,1015.0,82.0,13.0,2
45,2010-01-06 15:00:00,12.0,1017.0,89.0,10.0,3
46,2010-01-06 18:00:00,9.0,1017.0,97.0,9.0,5
47,2010-01-06 21:00:00,9.0,1017.0,100.0,9.0,5
48,2010-01-07 00:00:00,10.0,1018.0,95.0,10.0,5
49,2010-01-07 03:00:00,10.0,1019.0,95.0,10.0,5
50,2010-01-07 06:00:00,12.0,1021.0,91.0,11.0,5
51,2010-01-07 09:00:00,18.0,1017.0,59.0,12.0,1
52,2010-01-07 12:00:00,16.0,1017.0,75.0,13.0,4
53,2010-01-07 15:00:00,11.0,1019.0,89.0,10.0,0
54,2010-01-07 18:00:00,10.0,1019.0,93.0,9.0,0
55,2010-01-07 21:00:00,10.0,1018.0,93.0,9.0,0
56,2010-01-08 00:00:00,9.0,1018.0,97.0,9.0,5
57,2010-01-08 03:00:00,9.0,1020.0,97.0,9.0,5
58,2010-01-08 06:00:00,11.0,1020.0,93.0,10.0,5
59,2010-01-08 09:00:00,13.0,1018.0,81.0,10.0,5
60,2010-01-08 12:00:00,12.0,1017.0,84.0,10.0,5
61,2010-01-08 15:00:00,11.0,1018.0,84.0,10.0,5
62,2010-01-08 18:00:00,11.0,1018.0,92.0,10.0,5
63,2010-01-08 21:00:00,11.0,1018.0,90.0,9.0,5
64,2010-01-09 00:00:00,10.0,1017.0,88.0,9.0,5
65,2010-01-09 03:00:00,11.0,1019.0,87.0,9.0,3
66,2010-01-09 06:00:00,14.0,1019.0,61.0,8.0,4
67,2010-01-09 09:00:00,18.0,1016.0,45.0,9.0,1
68,2010-01-09 12:00:00,13.0,1016.0,74.0,10.0,2
69,2010-01-09 15:00:00,11.0,1018.0,85.0,9.0,2
70,2010-01-09 18:00:00,10.0,1019.0,91.0,8.0,2
71,2010-01-09 21:00:00,9.0,1018.0,94.0,8.0,2
72,2010-01-10 00:00:00,9.0,1018.0,95.0,8.0,4
73,2010-01-10 03:00:00,9.0,1020.0,91.0,7.0,0
74,2010-01-10 06:00:00,10.0,1020.0,69.0,7.0,2
75,2010-01-10 09:00:00,12.0,1019.0,71.0,8.0,2
76,2010-01-10 12:00:00,11.0,1018.0,74.0,7.0,2
77,2010-01-10 15:00:00,9.0,1020.0,83.0,7.0,2
78,2010-01-10 18:00:00,8.0,1020.0,82.0,6.0,2
79,2010-01-10 21:00:00,8.0,1020.0,85.0,6.0,2
80,2010-01-11 00:00:00,7.0,1019.0,88.0,6.0,3
81,2010-01-11 03:00:00,7.0,1021.0,82.0,5.0,3
82,2010-01-11 06:00:00,10.0,1021.0,68.0,6.0,2
83,2010-01-11 09:00:00,14.0,1017.0,46.0,6.0,1
84,2010-01-11 12:00:00,12.0,1017.0,62.0,7.0,1
85,2010-01-11 15:00:00,9.0,1018.0,83.0,7.0,2
86,2010-01-11 18:00:00,8.0,1020.0,87.0,6.0,2
87,2010-01-11 21:00:00,7.0,1019.0,86.0,6.0,0
88,2010-01-12 00:00:00,8.0,1018.0,87.0,6.0,5
89,2010-01-12 03:00:00,8.0,1020.0,83.0,6.0,5
90,2010-01-12 06:00:00,10.0,1021.0,68.0,6.0,2
91,2010-01-12 09:00:00,15.0,1017.0,51.0,8.0,1
92,2010-01-12 12:00:00,13.0,1016.0,63.0,8.0,1
93,2010-01-12 15:00:00,11.0,1017.0,78.0,8.0,2
94,2010-01-12 18:00:00,10.0,1019.0,88.0,9.0,6
95,2010-01-12 21:00:00,10.0,1018.0,81.0,8.0,7
96,2010-01-13 00:00:00,9.0,1016.0,87.0,8.0,7
97,2010-01-13 03:00:00,9.0,1018.0,92.0,9.0,4
98,2010-01-13 06:00:00,12.0,1020.0,74.0,9.0,0
99,2010-01-13 09:00:00,16.0,1018.0,49.0,8.0,1
100,2010-01-13 12:00:00,15.0,1018.0,52.0,8.0,1
101,2010-01-13 15:00:00,12.0,1021.0,86.0,10.0,4
102,2010-01-13 18:00:00,10.0,1022.0,96.0,10.0,5
103,2010-01-13 21:00:00,10.0,1022.0,98.0,10.0,5
104,2010-01-14 00:00:00,9.0,1023.0,96.0,8.0,5
105,2010-01-14 03:00:00,9.0,1025.0,87.0,8.0,5
106,2010-01-14 06:00:00,13.0,1025.0,66.0,8.0,0
107,2010-01-14 09:00:00,16.0,1022.0,52.0,9.0,1
108,2010-01-14 12:00:00,15.0,1022.0,68.0,11.0,1
109,2010-01-14 15:00:00,12.0,1023.0,90.0,11.0,2
110,2010-01-14 18:00:00,11.0,1023.0,89.0,10.0,0
111,2010-01-14 21:00:00,10.0,1022.0,94.0,9.0,0
112,2010-01-15 00:00:00,9.0,1021.0,92.0,8.0,0
113,2010-01-15 03:00:00,9.0,1024.0,88.0,8.0,0
114,2010-01-15 06:00:00,14.0,1024.0,58.0,8.0,2
115,2010-01-15 09:00:00,16.0,1022.0,59.0,10.0,1
116,2010-01-15 12:00:00,16.0,1022.0,69.0,11.0,1
117,2010-01-15 15:00:00,12.0,1024.0,83.0,10.0,2
118,2010-01-15 18:00:00,10.0,1025.0,89.0,9.0,0
119,2010-01-15 21:00:00,9.0,1024.0,89.0,8.0,0
120,2010-01-16 00:00:00,8.0,1024.0,95.0,7.0,0
121,2010-01-16 03:00:00,8.0,1025.0,96.0,7.0,0
122,2010-01-16 06:00:00,16.0,1024.0,49.0,9.0,1
123,2010-01-16 09:00:00,20.0,1021.0,33.0,8.0,1
124,2010-01-16 12:00:00,18.0,1021.0,43.0,9.0,1
125,2010-01-16 18:00:00,10.0,1023.0,91.0,8.0,3
126,2010-01-16 21:00:00,9.0,1023.0,97.0,9.0,0
127,2010-01-17 00:00:00,10.0,1023.0,100.0,10.0,5
128,2010-01-17 03:00:00,10.0,1025.0,96.0,10.0,5
129,2010-01-17 06:00:00,11.0,1026.0,92.0,10.0,5
130,2010-01-17 09:00:00,13.0,1022.0,79.0,11.0,0
131,2010-01-17 12:00:00,13.0,1022.0,85.0,12.0,0
132,2010-01-17 15:00:00,11.0,1023.0,91.0,11.0,5
133,2010-01-17 18:00:00,11.0,1023.0,89.0,10.0,5
134,2010-01-17 21:00:00,10.0,1022.0,89.0,9.0,5
135,2010-01-18 00:00:00,9.0,1022.0,87.0,8.0,5
136,2010-01-18 03:00:00,9.0,1023.0,88.0,8.0,5
137,2010-01-18 06:00:00,13.0,1024.0,66.0,8.0,1
138,2010-01-18 09:00:00,19.0,1020.0,54.0,11.0,1
139,2010-01-18 12:00:00,16.0,1019.0,66.0,12.0,1
140,2010-01-18 15:00:00,11.0,1020.0,89.0,10.0,3
141,2010-01-18 18:00:00,10.0,1021.0,94.0,9.0,3
142,2010-01-18 21:00:00,9.0,1021.0,97.0,9.0,5
143,2010-01-19 00:00:00,9.0,1020.0,94.0,9.0,5
144,2010-01-19 03:00:00,9.0,1022.0,89.0,8.0,5
145,2010-01-19 06:00:00,14.0,1021.0,67.0,10.0,3
146,2010-01-19 09:00:00,20.0,1018.0,47.0,11.0,1
147,2010-01-19 12:00:00,17.0,1018.0,48.0,9.0,1
148,2010-01-19 15:00:00,12.0,1018.0,77.0,9.0,2
149,2010-01-19 18:00:00,10.0,1019.0,85.0,8.0,0
150,2010-01-19 21:00:00,9.0,1019.0,89.0,8.0,0
151,2010-01-20 00:00:00,8.0,1020.0,100.0,8.0,5
152,2010-01-20 03:00:00,9.0,1022.0,100.0,9.0,5
153,2010-01-20 06:00:00,11.0,1023.0,90.0,9.0,0
154,2010-01-20 09:00:00,18.0,1020.0,50.0,10.0,1
155,2010-01-20 12:00:00,16.0,1020.0,64.0,11.0,1
156,2010-01-20 15:00:00,11.0,1021.0,87.0,10.0,3
157,2010-01-20 18:00:00,10.0,1022.0,100.0,10.0,5
158,2010-01-20 21:00:00,9.0,1021.0,100.0,9.0,5
159,2010-01-21 00:00:00,8.0,1021.0,99.0,8.0,5
160,2010-01-21 03:00:00,8.0,1022.0,100.0,8.0,5
161,2010-01-21 06:00:00,13.0,1021.0,80.0,10.0,0
162,2010-01-21 09:00:00,20.0,1018.0,34.0,8.0,1
163,2010-01-21 12:00:00,17.0,1017.0,50.0,9.0,1
164,2010-01-21 15:00:00,11.0,1019.0,89.0,10.0,4
165,2010-01-21 18:00:00,9.0,1019.0,97.0,9.0,0
166,2010-01-21 21:00:00,8.0,1018.0,97.0,8.0,0
167,2010-01-22 00:00:00,9.0,1018.0,100.0,9.0,5
168,2010-01-22 03:00:00,10.0,1019.0,93.0,9.0,5
169,2010-01-22 06:00:00,12.0,1020.0,82.0,10.0,5
170,2010-01-22 09:00:00,18.0,1017.0,57.0,11.0,1
171,2010-01-22 12:00:00,17.0,1017.0,65.0,12.0,1
172,2010-01-22 15:00:00,11.0,1019.0,89.0,10.0,0
173,2010-01-22 18:00:00,9.0,1020.0,94.0,8.0,0
174,2010-01-22 21:00:00,8.0,1019.0,96.0,7.0,5
175,2010-01-23 00:00:00,9.0,1018.0,100.0,9.0,5
176,2010-01-23 03:00:00,10.0,1020.0,100.0,10.0,5
177,2010-01-23 06:00:00,18.0,1019.0,50.0,10.0,1
178,2010-01-23 09:00:00,21.0,1016.0,44.0,12.0,1
179,2010-01-23 12:00:00,19.0,1016.0,65.0,14.0,1
180,2010-01-23 15:00:00,13.0,1017.0,85.0,12.0,2
181,2010-01-23 18:00:00,11.0,1018.0,90.0,10.0,0
182,2010-01-23 21:00:00,10.0,1017.0,95.0,9.0,0
183,2010-01-24 00:00:00,8.0,1017.0,97.0,8.0,5
184,2010-01-24 03:00:00,11.0,1018.0,97.0,10.0,5
185,2010-01-24 06:00:00,18.0,1017.0,69.0,14.0,0
186,2010-01-24 09:00:00,23.0,1014.0,51.0,15.0,1
187,2010-01-24 12:00:00,21.0,1014.0,54.0,13.0,1
188,2010-01-24 15:00:00,16.0,1016.0,79.0,14.0,2
189,2010-01-24 18:00:00,15.0,1018.0,90.0,14.0,2
190,2010-01-24 21:00:00,14.0,1017.0,90.0,13.0,2
191,2010-01-25 00:00:00,12.0,1016.0,95.0,12.0,3
192,2010-01-25 03:00:00,12.0,1019.0,91.0,11.0,0
193,2010-01-25 06:00:00,20.0,1020.0,57.0,13.0,1
194,2010-01-25 09:00:00,24.0,1016.0,38.0,12.0,1
195,2010-01-25 12:00:00,22.0,1016.0,56.0,15.0,1
196,2010-01-25 15:00:00,15.0,1018.0,82.0,13.0,2
197,2010-01-25 18:00:00,13.0,1018.0,88.0,12.0,2
198,2010-01-25 21:00:00,12.0,1018.0,89.0,11.0,2
199,2010-01-26 00:00:00,10.0,1018.0,92.0,10.0,3
200,2010-01-26 03:00:00,10.0,1020.0,93.0,9.0,0
201,2010-01-26 06:00:00,16.0,1021.0,79.0,13.0,0
202,2010-01-26 09:00:00,23.0,1017.0,45.0,13.0,1
203,2010-01-26 12:00:00,20.0,1017.0,58.0,14.0,1
204,2010-01-26 15:00:00,14.0,1018.0,83.0,12.0,2
205,2010-01-26 18:00:00,12.0,1019.0,95.0,12.0,0
206,2010-01-27 00:00:00,12.0,1018.0,99.0,12.0,5
207,2010-01-27 03:00:00,10.0,1020.0,99.0,10.0,5
208,2010-01-27 06:00:00,19.0,1019.0,56.0,13.0,1
209,2010-01-27 09:00:00,24.0,1016.0,37.0,12.0,1
210,2010-01-27 12:00:00,22.0,1016.0,52.0,14.0,1
211,2010-01-27 15:00:00,16.0,1017.0,77.0,14.0,2
212,2010-01-27 18:00:00,14.0,1018.0,86.0,12.0,2
213,2010-01-27 21:00:00,13.0,1018.0,86.0,11.0,0
214,2010-01-28 00:00:00,11.0,1017.0,94.0,10.0,0
215,2010-01-28 03:00:00,12.0,1018.0,96.0,11.0,0
216,2010-01-28 06:00:00,24.0,1018.0,37.0,12.0,1
217,2010-01-28 09:00:00,26.0,1016.0,25.0,10.0,8
218,2010-01-28 12:00:00,24.0,1015.0,41.0,13.0,8
219,2010-01-28 15:00:00,17.0,1016.0,74.0,14.0,2
220,2010-01-28 18:00:00,15.0,1017.0,88.0,14.0,2
221,2010-01-28 21:00:00,14.0,1016.0,92.0,13.0,2
222,2010-01-29 00:00:00,13.0,1016.0,95.0,13.0,3
223,2010-01-29 03:00:00,12.0,1018.0,95.0,12.0,0
224,2010-01-29 06:00:00,24.0,1018.0,33.0,11.0,8
225,2010-01-29 09:00:00,28.0,1015.0,21.0,10.0,8
226,2010-01-29 12:00:00,24.0,1015.0,34.0,12.0,8
227,2010-01-29 15:00:00,17.0,1017.0,77.0,14.0,2
228,2010-01-29 18:00:00,14.0,1018.0,88.0,12.0,2
229,2010-01-29 21:00:00,13.0,1018.0,92.0,12.0,2
230,2010-01-30 00:00:00,13.0,1017.0,94.0,12.0,4
231,2010-01-30 03:00:00,14.0,1018.0,88.0,12.0,0
232,2010-01-30 06:00:00,22.0,1018.0,50.0,14.0,1
233,2010-01-30 09:00:00,22.0,1016.0,40.0,11.0,1
234,2010-01-30 12:00:00,20.0,1016.0,38.0,10.0,1
235,2010-01-30 15:00:00,15.0,1017.0,60.0,10.0,1
236,2010-01-30 18:00:00,13.0,1018.0,64.0,8.0,1
237,2010-01-30 21:00:00,12.0,1017.0,72.0,8.0,2
238,2010-01-31 00:00:00,11.0,1017.0,80.0,8.0,2
239,2010-01-31 03:00:00,10.0,1019.0,82.0,8.0,2
240,2010-01-31 06:00:00,19.0,1018.0,35.0,7.0,1
241,2010-01-31 09:00:00,23.0,1016.0,26.0,7.0,8
242,2010-01-31 12:00:00,20.0,1016.0,33.0,7.0,8
243,2010-01-31 18:00:00,12.0,1018.0,79.0,10.0,2
244,2010-01-31 21:00:00,11.0,1017.0,79.0,9.0,2
245,2010-02-01 00:00:00,9.0,1017.0,91.0,7.0,2
246,2010-02-01 03:00:00,9.0,1019.0,95.0,8.0,3
247,2010-02-01 06:00:00,22.0,1018.0,36.0,10.0,1
248,2010-02-01 09:00:00,23.0,1016.0,27.0,8.0,1
249,2010-02-01 12:00:00,21.0,1015.0,35.0,9.0,1
250,2010-02-01 15:00:00,14.0,1017.0,72.0,10.0,2
251,2010-02-01 18:00:00,12.0,1017.0,84.0,10.0,2
252,2010-02-01 21:00:00,11.0,1017.0,85.0,9.0,2
253,2010-02-02 00:00:00,9.0,1017.0,94.0,8.0,2
254,2010-02-02 03:00:00,10.0,1018.0,94.0,9.0,3
255,2010-02-02 06:00:00,20.0,1018.0,37.0,9.0,1
256,2010-02-02 09:00:00,23.0,1015.0,24.0,6.0,1
257,2010-02-02 12:00:00,21.0,1015.0,30.0,8.0,1
258,2010-02-02 15:00:00,15.0,1017.0,72.0,11.0,2
259,2010-02-02 18:00:00,12.0,1018.0,82.0,10.0,2
260,2010-02-02 21:00:00,11.0,1016.0,84.0,10.0,2
261,2010-02-03 00:00:00,10.0,1017.0,98.0,9.0,4
262,2010-02-03 03:00:00,11.0,1019.0,85.0,9.0,3
263,2010-02-03 06:00:00,20.0,1019.0,33.0,8.0,8
264,2010-02-03 09:00:00,23.0,1016.0,16.0,2.0,8
265,2010-02-03 12:00:00,21.0,1016.0,23.0,5.0,8
266,2010-02-03 15:00:00,17.0,1017.0,51.0,9.0,-1
267,2010-02-03 18:00:00,12.0,1017.0,77.0,9.0,2
268,2010-02-03 21:00:00,10.0,1017.0,82.0,8.0,2
269,2010-02-04 00:00:00,10.0,1017.0,86.0,8.0,2
270,2010-02-04 03:00:00,11.0,1018.0,69.0,8.0,2
271,2010-02-04 06:00:00,21.0,1018.0,24.0,5.0,8
272,2010-02-04 09:00:00,24.0,1015.0,19.0,5.0,8
273,2010-02-04 12:00:00,22.0,1015.0,26.0,7.0,8
274,2010-02-04 15:00:00,17.0,1017.0,56.0,11.0,8
275,2010-02-04 18:00:00,15.0,1017.0,68.0,11.0,8
276,2010-02-04 21:00:00,14.0,1017.0,72.0,10.0,2
277,2010-02-05 00:00:00,12.0,1016.0,76.0,9.0,2
278,2010-02-05 03:00:00,13.0,1018.0,71.0,9.0,2
279,2010-02-05 06:00:00,22.0,1019.0,27.0,7.0,8
280,2010-02-05 09:00:00,25.0,1015.0,24.0,8.0,8
281,2010-02-05 12:00:00,23.0,1015.0,35.0,11.0,8
282,2010-02-05 15:00:00,17.0,1016.0,63.0,12.0,8
283,2010-02-05 18:00:00,16.0,1017.0,72.0,12.0,2
284,2010-02-05 21:00:00,14.0,1017.0,80.0,11.0,2
285,2010-02-06 00:00:00,13.0,1016.0,79.0,11.0,2
286,2010-02-06 03:00:00,14.0,1018.0,70.0,10.0,2
287,2010-02-06 06:00:00,23.0,1018.0,28.0,8.0,8
288,2010-02-06 09:00:00,28.0,1014.0,18.0,8.0,8
289,2010-02-06 12:00:00,26.0,1014.0,24.0,10.0,8
290,2010-02-06 15:00:00,18.0,1017.0,68.0,13.0,2
291,2010-02-06 18:00:00,15.0,1017.0,85.0,13.0,2
292,2010-02-06 21:00:00,14.0,1017.0,86.0,13.0,2
293,2010-02-07 00:00:00,13.0,1017.0,86.0,12.0,2
294,2010-02-07 03:00:00,14.0,1018.0,81.0,11.0,2
295,2010-02-07 06:00:00,26.0,1018.0,35.0,14.0,1
296,2010-02-07 09:00:00,30.0,1014.0,30.0,15.0,1
297,2010-02-07 12:00:00,26.0,1014.0,47.0,16.0,1
298,2010-02-07 15:00:00,20.0,1015.0,68.0,16.0,1
299,2010-02-07 18:00:00,19.0,1016.0,76.0,16.0,2
300,2010-02-07 21:00:00,18.0,1014.0,75.0,15.0,2
301,2010-02-08 00:00:00,17.0,1012.0,83.0,15.0,2
302,2010-02-08 03:00:00,18.0,1014.0,76.0,15.0,2
303,2010-02-08 06:00:00,24.0,1013.0,40.0,13.0,1
304,2010-02-08 09:00:00,24.0,1009.0,48.0,16.0,1
305,2010-02-08 12:00:00,23.0,1007.0,63.0,17.0,1
306,2010-02-08 15:00:00,17.0,1010.0,99.0,17.0,7
307,2010-02-08 18:00:00,17.0,1011.0,99.0,17.0,7
308,2010-02-08 21:00:00,16.0,1011.0,99.0,16.0,7
309,2010-02-09 00:00:00,15.0,1009.0,99.0,15.0,2
310,2010-02-09 03:00:00,16.0,1010.0,92.0,16.0,2
311,2010-02-09 06:00:00,18.0,1011.0,83.0,16.0,2
312,2010-02-09 09:00:00,21.0,1009.0,66.0,16.0,8
313,2010-02-09 12:00:00,21.0,1010.0,40.0,10.0,8
314,2010-02-09 15:00:00,15.0,1013.0,80.0,12.0,2
315,2010-02-09 18:00:00,13.0,1014.0,86.0,12.0,2
316,2010-02-09 21:00:00,13.0,1014.0,89.0,12.0,2
317,2010-02-10 00:00:00,15.0,1014.0,84.0,13.0,9
318,2010-02-10 03:00:00,15.0,1016.0,90.0,14.0,2
319,2010-02-10 06:00:00,20.0,1017.0,65.0,15.0,1
320,2010-02-10 09:00:00,22.0,1015.0,58.0,15.0,1
321,2010-02-10 12:00:00,20.0,1015.0,74.0,16.0,2
322,2010-02-10 15:00:00,17.0,1017.0,87.0,15.0,2
323,2010-02-10 18:00:00,15.0,1018.0,92.0,14.0,2
324,2010-02-10 21:00:00,14.0,1018.0,93.0,13.0,2
325,2010-02-11 00:00:00,12.0,1018.0,86.0,10.0,2
326,2010-02-11 03:00:00,12.0,1019.0,76.0,9.0,2
327,2010-02-11 06:00:00,19.0,1019.0,47.0,11.0,8
328,2010-02-11 09:00:00,23.0,1016.0,43.0,13.0,8
329,2010-02-11 12:00:00,22.0,1016.0,43.0,12.0,8
330,2010-02-11 15:00:00,16.0,1018.0,69.0,12.0,2
331,2010-02-11 18:00:00,14.0,1018.0,90.0,12.0,2
332,2010-02-11 21:00:00,13.0,1017.0,89.0,12.0,2
333,2010-02-12 00:00:00,12.0,1017.0,92.0,11.0,2
334,2010-02-12 03:00:00,14.0,1019.0,86.0,12.0,2
335,2010-02-12 06:00:00,21.0,1019.0,59.0,15.0,1
336,2010-02-12 09:00:00,24.0,1016.0,54.0,16.0,1
337,2010-02-12 12:00:00,22.0,1016.0,70.0,17.0,10
338,2010-02-12 15:00:00,15.0,1018.0,91.0,14.0,2
339,2010-02-12 18:00:00,14.0,1018.0,90.0,13.0,2
340,2010-02-12 21:00:00,13.0,1017.0,95.0,13.0,2
341,2010-02-13 00:00:00,12.0,1017.0,98.0,12.0,2
342,2010-02-13 03:00:00,14.0,1018.0,99.0,13.0,3
343,2010-02-13 06:00:00,20.0,1018.0,45.0,11.0,1
344,2010-02-13 09:00:00,23.0,1015.0,51.0,15.0,1
345,2010-02-13 12:00:00,22.0,1014.0,59.0,16.0,1
346,2010-02-13 15:00:00,18.0,1015.0,75.0,15.0,2
347,2010-02-13 18:00:00,16.0,1015.0,84.0,15.0,2
348,2010-02-13 21:00:00,16.0,1015.0,88.0,15.0,2
349,2010-02-14 00:00:00,11.0,1015.0,84.0,10.0,2
350,2010-02-14 03:00:00,12.0,1016.0,89.0,10.0,2
351,2010-02-14 06:00:00,20.0,1016.0,45.0,10.0,8
352,2010-02-14 09:00:00,23.0,1014.0,32.0,10.0,8
353,2010-02-14 12:00:00,21.0,1013.0,33.0,8.0,8
354,2010-02-14 15:00:00,15.0,1014.0,82.0,13.0,2
355,2010-02-14 18:00:00,13.0,1015.0,92.0,12.0,2
356,2010-02-14 21:00:00,12.0,1013.0,93.0,11.0,2
357,2010-02-15 00:00:00,11.0,1014.0,95.0,11.0,2
358,2010-02-15 03:00:00,12.0,1015.0,89.0,11.0,3
359,2010-02-15 06:00:00,19.0,1016.0,52.0,12.0,1
360,2010-02-15 09:00:00,21.0,1013.0,46.0,12.0,1
361,2010-02-15 12:00:00,20.0,1013.0,55.0,12.0,1
362,2010-02-15 15:00:00,16.0,1014.0,83.0,14.0,2
363,2010-02-15 18:00:00,14.0,1015.0,93.0,12.0,2
364,2010-02-15 21:00:00,13.0,1015.0,91.0,12.0,2
365,2010-02-16 00:00:00,11.0,1015.0,97.0,11.0,2
366,2010-02-16 03:00:00,12.0,1017.0,91.0,11.0,3
367,2010-02-16 06:00:00,23.0,1017.0,37.0,12.0,1
368,2010-02-16 09:00:00,25.0,1014.0,30.0,11.0,1
369,2010-02-16 12:00:00,24.0,1013.0,37.0,12.0,1
370,2010-02-16 15:00:00,17.0,1015.0,75.0,13.0,2
371,2010-02-16 18:00:00,14.0,1016.0,81.0,12.0,2
372,2010-02-16 21:00:00,12.0,1015.0,86.0,10.0,2
373,2010-02-17 00:00:00,12.0,1016.0,70.0,8.0,2
374,2010-02-17 03:00:00,12.0,1018.0,91.0,11.0,3
375,2010-02-17 06:00:00,17.0,1019.0,74.0,14.0,1
376,2010-02-17 09:00:00,21.0,1016.0,40.0,10.0,1
377,2010-02-17 12:00:00,20.0,1016.0,47.0,11.0,8
378,2010-02-17 15:00:00,14.0,1017.0,58.0,8.0,8
379,2010-02-17 18:00:00,12.0,1017.0,69.0,8.0,2
380,2010-02-17 21:00:00,11.0,1017.0,74.0,7.0,2
381,2010-02-18 00:00:00,11.0,1016.0,70.0,7.0,2
382,2010-02-18 03:00:00,11.0,1016.0,72.0,7.0,2
383,2010-02-18 06:00:00,21.0,1016.0,30.0,7.0,8
384,2010-02-18 09:00:00,23.0,1014.0,22.0,6.0,8
385,2010-02-18 12:00:00,12.0,1013.0,55.0,6.0,8
386,2010-02-18 15:00:00,15.0,1015.0,66.0,10.0,8
387,2010-02-18 18:00:00,12.0,1016.0,82.0,10.0,2
388,2010-02-18 21:00:00,11.0,1016.0,87.0,10.0,2
389,2010-02-19 00:00:00,9.0,1016.0,89.0,8.0,2
390,2010-02-19 03:00:00,12.0,1018.0,60.0,7.0,8
391,2010-02-19 06:00:00,21.0,1018.0,30.0,8.0,8
392,2010-02-19 09:00:00,24.0,1015.0,24.0,7.0,8
393,2010-02-19 12:00:00,22.0,1014.0,26.0,7.0,8
394,2010-02-19 15:00:00,16.0,1016.0,70.0,12.0,2
395,2010-02-19 18:00:00,13.0,1017.0,80.0,10.0,2
396,2010-02-19 21:00:00,12.0,1016.0,88.0,10.0,2
397,2010-02-20 00:00:00,10.0,1016.0,88.0,9.0,2
398,2010-02-20 03:00:00,13.0,1018.0,67.0,9.0,2
399,2010-02-20 06:00:00,22.0,1018.0,33.0,9.0,8
400,2010-02-20 09:00:00,25.0,1015.0,20.0,7.0,8
401,2010-02-20 12:00:00,24.0,1014.0,25.0,8.0,8
402,2010-02-20 15:00:00,17.0,1016.0,63.0,12.0,8
403,2010-02-20 18:00:00,14.0,1016.0,76.0,11.0,2
404,2010-02-20 21:00:00,13.0,1016.0,83.0,11.0,2
405,2010-02-21 00:00:00,12.0,1014.0,86.0,10.0,2
406,2010-02-21 03:00:00,14.0,1016.0,67.0,10.0,2
407,2010-02-21 06:00:00,24.0,1015.0,28.0,9.0,8
408,2010-02-21 09:00:00,27.0,1013.0,20.0,8.0,8
409,2010-02-21 12:00:00,26.0,1012.0,26.0,10.0,8
410,2010-02-21 15:00:00,18.0,1015.0,64.0,13.0,8
